No,Nama Lengkap,Prodi,Jenis Kelamin,Jarak Tempat Tinggal kesekolah(Km),Asal Sekolah,Tahun Lulus,SKS,Ikut Organisasi,Ikut UKM,IPK,Pekerjaan Orang Tua,Penghasilan,Tanggungan,Status Beasiswa,Status_KIP,Status_PKH
738.0,Jefferson Danieli,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 36 Malang,2019.0,21.0,Ikut,Tidak,3.14,Account Coordinator,Tinggi,2.0,Terima,Tidak,Ya
739.0,Henrik Mougenel,S1 Psikolog | Reguler,L,Jauh,SMAN 1 BANYUMAS,2018.0,21.0,Tidak,Tidak,3.57,Quality Engineer,Sedang,4.0,Terima,Tidak,Ya
740.0,Austina Gurley,S1 Psikolog | Reguler,P,Dekat,SMK Yapin,2018.0,20.0,Tidak,Tidak,3.85,Speech Pathologist,Tinggi,5.0,Terima,Tidak,Ya
741.0,Bethanne Hallahan,S1 Psikolog | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2018.0,18.0,Ikut,Ikut,3.5,Quality Control Specialist,Rendah,4.0,Terima,Ya,Ya
742.0,Shellie Carberry,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2018.0,18.0,Ikut,Ikut,3.1,Compensation Analyst,Rendah,3.0,Tidak,Ya,Tidak
743.0,Sharai Fouracre,S1 Psikolog | Reguler,L,Dekat,SMA N 1 PARDASUKA,2019.0,20.0,Tidak,Tidak,3.19,Operator,Rendah,3.0,Terima,Tidak,Tidak
744.0,Ed Singers,S1 Psikolog | Reguler,P,Jauh,SMA Negeri 36 Malang,2020.0,21.0,Ikut,Tidak,3.19,Desktop Support Technician,Rendah,5.0,Tidak,Tidak,Tidak
745.0,Jade Shevelin,S1 Psikolog | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020.0,18.0,Ikut,Ikut,3.14,Food Chemist,Tinggi,3.0,Terima,Ya,Ya
746.0,Wynny Buckenham,S1 Psikolog | Reguler,L,Jauh,MAN 3 PALEMBANG,2020.0,20.0,Tidak,Tidak,3.17,Research Nurse,Tinggi,1.0,Terima,Tidak,Tidak
747.0,Stacia Clegg,S1 Psikolog | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2018.0,20.0,Tidak,Tidak,3.14,Chemical Engineer,Sedang,2.0,Tidak,Tidak,Tidak
748.0,Ceil Pidgeon,S1 Psikolog | Reguler,P,Jauh,Bekasi SMK Yatindo Bekasi,2018.0,18.0,Tidak,Tidak,3.16,Accounting Assistant IV,Rendah,2.0,Tidak,Tidak,Tidak
749.0,Fernando Girkin,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 36 Malang,2019.0,18.0,Tidak,Ikut,3.15,Editor,Tinggi,4.0,Terima,Tidak,Tidak
750.0,Wells Birtonshaw,S1 Psikolog | Reguler,L,Dekat,SMAN 15 BANDAR LAMPUNG,2020.0,18.0,Ikut,Ikut,3.17,Web Designer III,Tinggi,1.0,Tidak,Tidak,Ya
751.0,Foss Lansberry,S1 Psikolog | Reguler,L,Jauh,MAN 1 PRINGSEWU,2020.0,18.0,Ikut,Tidak,3.33,Director of Sales,Rendah,3.0,Terima,Tidak,Ya
752.0,Jeremias Matthewson,S1 Psikolog | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2018.0,20.0,Tidak,Ikut,3.18,Recruiting Manager,Tinggi,1.0,Terima,Ya,Tidak
753.0,Minnie Bear,S1 Psikolog | Reguler,P,Dekat,MAN 1 PRINGSEWU,2019.0,20.0,Tidak,Ikut,3.16,Geological Engineer,Rendah,5.0,Terima,Ya,Ya
754.0,Kirby Sheran,S1 Psikolog | Reguler,P,Jauh,SMA N 1 ULU BELU,2018.0,21.0,Ikut,Ikut,3.42,Associate Professor,Sedang,4.0,Tidak,Tidak,Ya
755.0,Deanne Ryce,S1 Psikolog | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2019.0,18.0,Ikut,Ikut,3.39,Food Chemist,Sedang,2.0,Terima,Ya,Ya
756.0,Marijo Turneaux,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 36 Malang,2018.0,18.0,Ikut,Tidak,3.11,Compensation Analyst,Rendah,3.0,Terima,Tidak,Ya
757.0,Wendel Sliman,S1 Psikolog | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2019.0,20.0,Ikut,Tidak,3.33,Health Coach II,Rendah,4.0,Terima,Tidak,Tidak
758.0,Deana Pilger,S1 Psikolog | Reguler,L,Jauh,SMA N 1 PARDASUKA,2020.0,18.0,Ikut,Ikut,3.39,Environmental Tech,Tinggi,1.0,Tidak,Ya,Ya
759.0,Rochella Drissell,S1 Psikolog | Reguler,L,Dekat,SMAN 15 BANDAR LAMPUNG,2018.0,21.0,Tidak,Tidak,3.42,Senior Sales Associate,Sedang,3.0,Terima,Tidak,Tidak
760.0,Briano Corkill,S1 Psikolog | Reguler,P,Jauh,SMK Yapin,2020.0,20.0,Tidak,Ikut,3.5,Senior Developer,Tinggi,5.0,Tidak,Ya,Tidak
761.0,Kaye Langhor,S1 Psikolog | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2019.0,21.0,Tidak,Ikut,3.14,Programmer Analyst II,Tinggi,5.0,Tidak,Ya,Ya
762.0,Shanon Le Huquet,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018.0,20.0,Ikut,Tidak,3.16,Director of Sales,Sedang,4.0,Tidak,Ya,Ya
763.0,Trstram Thulborn,S1 Psikolog | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2020.0,18.0,Ikut,Ikut,3.11,Legal Assistant,Tinggi,1.0,Tidak,Tidak,Tidak
764.0,Leonelle Hopkynson,S1 Psikolog | Reguler,L,Jauh,MAN 1 PRINGSEWU,2018.0,21.0,Ikut,Ikut,3.12,Research Associate,Sedang,1.0,Tidak,Tidak,Tidak
765.0,Robby Lovat,S1 Psikolog | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2020.0,20.0,Ikut,Ikut,3.33,Web Developer IV,Rendah,1.0,Tidak,Tidak,Ya
766.0,Joyous Dulton,S1 Psikolog | Reguler,P,Jauh,SMA Negeri 88 Bandung,2019.0,21.0,Ikut,Ikut,3.5,Tax Accountant,Tinggi,5.0,Terima,Tidak,Tidak
767.0,Ashla Lipmann,S1 Psikolog | Reguler,P,Dekat,MAN 3 PALEMBANG,2018.0,18.0,Tidak,Tidak,3.76,Software Consultant,Sedang,3.0,Tidak,Tidak,Tidak
768.0,Rafaellle Withers,S1 Psikolog | Reguler,L,Jauh,MAN 1 PRINGSEWU,2018.0,18.0,Ikut,Tidak,3.54,Pharmacist,Tinggi,1.0,Tidak,Ya,Ya
769.0,Inez Oliver,S1 Psikolog | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2018.0,20.0,Tidak,Tidak,3.0,Database Administrator III,Tinggi,2.0,Tidak,Tidak,Tidak
770.0,Noam d' Eye,S1 Psikolog | Reguler,L,Jauh,SMA XAVERIUS PRINGSEWU,2020.0,20.0,Ikut,Tidak,3.41,Financial Analyst,Rendah,2.0,Tidak,Tidak,Tidak
771.0,Ara Itzhaiek,S1 Psikolog | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2019.0,20.0,Tidak,Ikut,3.68,Pharmacist,Rendah,1.0,Tidak,Ya,Tidak
772.0,Justinn Adelsberg,S1 Psikolog | Reguler,P,Jauh,SMAN 1 TALANGPADANG,2019.0,18.0,Tidak,Ikut,3.12,Librarian,Tinggi,4.0,Tidak,Ya,Tidak
773.0,Donnell Linham,S1 Psikolog | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2019.0,21.0,Tidak,Tidak,3.42,Desktop Support Technician,Tinggi,2.0,Tidak,Tidak,Ya
774.0,Rudyard McIlhatton,S1 Psikolog | Reguler,P,Jauh,SMA N 1 ULU BELU,2018.0,18.0,Tidak,Tidak,3.15,Senior Developer,Rendah,5.0,Tidak,Ya,Ya
775.0,Cyndie Buntin,S1 Psikolog | Reguler,L,Jauh,SMK Yapin,2019.0,18.0,Ikut,Ikut,3.12,Geological Engineer,Tinggi,3.0,Terima,Tidak,Ya
776.0,Juieta Foxwell,S1 Psikolog | Reguler,L,Jauh,SMAN 15 BANDAR LAMPUNG,2018.0,20.0,Tidak,Tidak,3.39,Internal Auditor,Sedang,4.0,Terima,Tidak,Ya
777.0,Nyssa Strathe,S1 Psikolog | Reguler,L,Dekat,SMK Yapin,2020.0,20.0,Tidak,Tidak,3.54,Legal Assistant,Rendah,2.0,Terima,Tidak,Ya
778.0,Pat Canham,S1 Psikolog | Reguler,L,Dekat,SMAN 1 TALANGPADANG,2019.0,21.0,Ikut,Tidak,3.15,Programmer IV,Tinggi,3.0,Tidak,Ya,Ya
779.0,Ambros Kaminski,S1 Psikolog | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2018.0,20.0,Tidak,Ikut,3.19,Staff Accountant I,Rendah,2.0,Tidak,Tidak,Ya
780.0,Kiel Allaway,S1 Psikolog | Reguler,L,Jauh,SMK SMTI BANDAR LAMPUNG,2020.0,20.0,Tidak,Tidak,3.13,Office Assistant I,Sedang,4.0,Terima,Ya,Ya
781.0,Eldin Voules,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018.0,21.0,Ikut,Ikut,3.11,Technical Writer,Rendah,2.0,Tidak,Tidak,Ya
782.0,Sayre A'Barrow,S1 Psikolog | Reguler,L,Jauh,MAN 3 PALEMBANG,2018.0,21.0,Ikut,Ikut,3.76,Assistant Manager,Sedang,5.0,Terima,Tidak,Ya
783.0,Hyatt Tribble,S1 Psikolog | Reguler,L,Jauh,SMA N 1 PARDASUKA,2019.0,21.0,Tidak,Tidak,3.41,Account Representative II,Rendah,2.0,Tidak,Tidak,Ya
784.0,Carlen Blowin,S1 Psikolog | Reguler,P,Jauh,Bekasi SMK Yatindo Bekasi,2020.0,21.0,Ikut,Ikut,3.1,Nuclear Power Engineer,Sedang,2.0,Tidak,Ya,Ya
785.0,Thornton Ollis,S1 Psikolog | Reguler,L,Dekat,SMA N 1 PARDASUKA,2020.0,18.0,Ikut,Ikut,3.42,Associate Professor,Tinggi,4.0,Tidak,Tidak,Ya
786.0,Datha Kubik,S1 Psikolog | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2018.0,21.0,Ikut,Tidak,3.12,Civil Engineer,Sedang,1.0,Tidak,Tidak,Tidak
787.0,Dare Pachmann,S1 Psikolog | Reguler,P,Dekat,SMAN 1 KOTAAGUNG,2020.0,18.0,Ikut,Ikut,3.1,Product Engineer,Tinggi,5.0,Terima,Ya,Ya
788.0,Anthiathia Youel,S1 Psikolog | Reguler,P,Dekat,SMA Negeri 88 Bandung,2019.0,20.0,Tidak,Tidak,3.54,Electrical Engineer,Sedang,1.0,Terima,Ya,Ya
789.0,Nilson Paten,S1 Psikolog | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2018.0,21.0,Tidak,Ikut,3.1,Research Associate,Sedang,1.0,Terima,Tidak,Tidak
790.0,Barbaraanne Abrahamowitcz,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018.0,18.0,Ikut,Tidak,3.1,Clinical Specialist,Tinggi,5.0,Terima,Tidak,Tidak
791.0,Kaia Carlone,S1 Psikolog | Reguler,P,Dekat,SMA Negeri 36 Malang,2018.0,18.0,Ikut,Ikut,3.54,Web Developer III,Sedang,5.0,Terima,Tidak,Tidak
792.0,Brennen Spirritt,S1 Psikolog | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2018.0,21.0,Ikut,Tidak,3.18,Tax Accountant,Tinggi,4.0,Tidak,Ya,Ya
793.0,Mercy Pirkis,S1 Psikolog | Reguler,P,Jauh,SMK Negeri 13 Bantargebang,2019.0,20.0,Tidak,Ikut,3.0,Senior Quality Engineer,Rendah,2.0,Tidak,Tidak,Tidak
794.0,Lucky Garlant,S1 Psikolog | Reguler,L,Dekat,SMA Negeri 7 Jakarta,2019.0,20.0,Ikut,Tidak,3.1,Electrical Engineer,Rendah,3.0,Terima,Tidak,Ya
795.0,Harlie Beckenham,S1 Psikolog | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2018.0,21.0,Tidak,Tidak,3.18,Senior Editor,Tinggi,1.0,Terima,Ya,Tidak
796.0,Dru Rosten,S1 Psikolog | Reguler,P,Jauh,SMA Negeri 88 Bandung,2020.0,18.0,Ikut,Tidak,3.42,Compensation Analyst,Tinggi,5.0,Terima,Ya,Ya
797.0,Ban Knapton,S1 Psikolog | Reguler,L,Jauh,MAN 3 PALEMBANG,2020.0,18.0,Tidak,Ikut,3.41,Internal Auditor,Rendah,3.0,Terima,Ya,Ya
798.0,Sidnee Sparshott,S1 Psikolog | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2020.0,21.0,Ikut,Tidak,3.4,Executive Secretary,Tinggi,2.0,Terima,Ya,Tidak
799.0,Orazio Iseton,S1 Sastra Inggris | Reguler,L,Jauh,SMA Negeri 7 Jakarta,2018.0,21.0,Ikut,Ikut,3.76,VP Accounting,Rendah,1.0,Terima,Tidak,Tidak
800.0,Rachael Paulson,S1 Sastra Inggris | Reguler,L,Jauh,SMA XAVERIUS PRINGSEWU,2018.0,20.0,Tidak,Tidak,3.39,VP Accounting,Tinggi,1.0,Tidak,Tidak,Ya
801.0,Karil Fyall,S1 Sastra Inggris | Reguler,L,Jauh,SMA N 1 ULU BELU,2018.0,18.0,Tidak,Ikut,3.19,Recruiting Manager,Tinggi,1.0,Tidak,Ya,Ya
802.0,Denise Chimenti,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2018.0,20.0,Ikut,Ikut,3.4,Business Systems Development Analyst,Rendah,4.0,Terima,Ya,Ya
803.0,Waverley McFeat,S1 Sastra Inggris | Reguler,L,Dekat,Bekasi SMK Yatindo Bekasi,2018.0,18.0,Ikut,Ikut,3.19,Professor,Rendah,3.0,Tidak,Tidak,Ya
804.0,Francesco Seeds,S1 Sastra Inggris | Reguler,P,Dekat,SMA N 1 ULU BELU,2020.0,18.0,Ikut,Tidak,3.13,Associate Professor,Sedang,3.0,Tidak,Tidak,Tidak
805.0,Helene Ratlee,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2020.0,18.0,Tidak,Tidak,3.17,Web Designer IV,Sedang,3.0,Terima,Ya,Tidak
806.0,Johannah Hurst,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 9 Bekasi,2018.0,21.0,Ikut,Ikut,3.12,Software Test Engineer IV,Sedang,3.0,Terima,Ya,Tidak
807.0,Felicio De Hooch,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 372 Jakarta,2020.0,18.0,Tidak,Ikut,3.39,Editor,Rendah,4.0,Tidak,Ya,Ya
808.0,Yance Barthrup,S1 Sastra Inggris | Reguler,L,Jauh,SMK Negeri 13 Bantargebang,2019.0,18.0,Tidak,Ikut,3.15,Research Nurse,Tinggi,3.0,Terima,Tidak,Tidak
809.0,Orazio Norway,S1 Sastra Inggris | Reguler,L,Dekat,SMK Teratai Putih Bekasi,2018.0,20.0,Ikut,Tidak,3.16,Financial Advisor,Sedang,2.0,Terima,Ya,Tidak
810.0,Merrick Erangey,S1 Sastra Inggris | Reguler,L,Jauh,SMK Negeri 13 Bantargebang,2018.0,20.0,Tidak,Ikut,3.54,Tax Accountant,Sedang,3.0,Tidak,Tidak,Tidak
811.0,Rem Ketchell,S1 Sastra Inggris | Reguler,L,Jauh,SMK Yapin,2019.0,21.0,Ikut,Tidak,3.1,Legal Assistant,Sedang,3.0,Tidak,Ya,Ya
812.0,Kaela Northcote,S1 Sastra Inggris | Reguler,P,Dekat,MAN 3 PALEMBANG,2018.0,18.0,Ikut,Tidak,3.12,Human Resources Assistant II,Sedang,2.0,Terima,Ya,Ya
813.0,Twyla Vallens,S1 Sastra Inggris | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2018.0,18.0,Ikut,Tidak,3.5,Biostatistician III,Sedang,3.0,Terima,Ya,Ya
814.0,Flint Arter,S1 Sastra Inggris | Reguler,L,Dekat,MAN 3 PALEMBANG,2018.0,18.0,Tidak,Ikut,3.33,Data Coordinator,Tinggi,5.0,Tidak,Ya,Tidak
815.0,Patricio Pellett,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2020.0,20.0,Tidak,Tidak,3.15,Software Test Engineer I,Sedang,4.0,Terima,Tidak,Tidak
816.0,Tori Bramsen,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 36 Malang,2019.0,18.0,Ikut,Ikut,3.11,Senior Cost Accountant,Rendah,4.0,Tidak,Ya,Ya
817.0,Gibb Chivers,S1 Sastra Inggris | Reguler,P,Jauh,SMA N 1 PARDASUKA,2019.0,20.0,Tidak,Ikut,3.41,Mechanical Systems Engineer,Tinggi,1.0,Terima,Tidak,Tidak
818.0,Malvin Bilbrey,S1 Sastra Inggris | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2018.0,21.0,Ikut,Ikut,3.19,Social Worker,Rendah,5.0,Terima,Tidak,Ya
819.0,Obadias Anneslie,S1 Sastra Inggris | Reguler,L,Jauh,MAN 1 PRINGSEWU,2018.0,18.0,Tidak,Ikut,3.17,Geological Engineer,Rendah,3.0,Tidak,Tidak,Ya
820.0,Darda Sapir,S1 Sastra Inggris | Reguler,L,Dekat,SMA N 1 PARDASUKA,2020.0,20.0,Tidak,Tidak,3.54,Administrative Officer,Rendah,5.0,Tidak,Ya,Tidak
821.0,Lonnie Branch,S1 Sastra Inggris | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2019.0,21.0,Ikut,Ikut,3.17,Food Chemist,Rendah,2.0,Terima,Ya,Ya
822.0,Granger Caldroni,S1 Sastra Inggris | Reguler,L,Dekat,SMK YP 96 BUKIT KEMUNING,2019.0,20.0,Tidak,Tidak,3.39,Account Executive,Rendah,2.0,Tidak,Tidak,Ya
823.0,Alayne Frean,S1 Sastra Inggris | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2018.0,18.0,Ikut,Ikut,3.17,Research Assistant II,Sedang,4.0,Tidak,Tidak,Ya
824.0,Reina Canacott,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 36 Malang,2020.0,18.0,Tidak,Tidak,3.5,Office Assistant IV,Rendah,3.0,Terima,Ya,Ya
825.0,Willie Brinkler,S1 Sastra Inggris | Reguler,L,Dekat,SMK Yapin,2019.0,21.0,Ikut,Ikut,3.1,Analyst Programmer,Sedang,3.0,Terima,Tidak,Tidak
826.0,Yoshi Pietrasik,S1 Sastra Inggris | Reguler,L,Jauh,SMA XAVERIUS PRINGSEWU,2019.0,20.0,Ikut,Ikut,3.15,Sales Associate,Tinggi,5.0,Terima,Tidak,Ya
827.0,Doll Sagrott,S1 Sastra Inggris | Reguler,L,Dekat,SMK Yapin,2020.0,21.0,Tidak,Tidak,3.0,Graphic Designer,Sedang,3.0,Terima,Ya,Ya
828.0,Mano Lankester,S1 Sastra Inggris | Reguler,P,Jauh,MAN 1 PRINGSEWU,2019.0,20.0,Ikut,Tidak,3.4,Recruiter,Sedang,1.0,Tidak,Tidak,Tidak
829.0,Francesco Salvador,S1 Sastra Inggris | Reguler,P,Dekat,SMAN 15 BANDAR LAMPUNG,2019.0,18.0,Tidak,Tidak,3.19,Physical Therapy Assistant,Sedang,2.0,Tidak,Tidak,Ya
830.0,Gael Greeve,S1 Sastra Inggris | Reguler,L,Dekat,SMA N 1 PARDASUKA,2020.0,20.0,Ikut,Tidak,3.5,Speech Pathologist,Sedang,3.0,Tidak,Tidak,Ya
831.0,Laurie Caddy,S1 Sastra Inggris | Reguler,P,Dekat,SMA N 1 BANDAR MATARAM,2018.0,18.0,Ikut,Ikut,3.17,Analyst Programmer,Rendah,5.0,Tidak,Ya,Tidak
832.0,Flori Govenlock,S1 Sastra Inggris | Reguler,P,Dekat,Bekasi SMK Yatindo Bekasi,2019.0,18.0,Tidak,Ikut,3.18,Environmental Tech,Sedang,3.0,Terima,Tidak,Tidak
833.0,Sophey Birkwood,S1 Sastra Inggris | Reguler,L,Dekat,SMA Negeri 88 Bandung,2019.0,18.0,Tidak,Ikut,3.18,Junior Executive,Sedang,1.0,Terima,Tidak,Tidak
834.0,Emylee Scothorne,S1 Sastra Inggris | Reguler,L,Jauh,SMA Negeri 36 Malang,2020.0,21.0,Tidak,Ikut,3.39,Data Coordinator,Tinggi,1.0,Terima,Tidak,Tidak
835.0,Elnora Trass,S1 Sastra Inggris | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2019.0,18.0,Ikut,Tidak,3.4,Geologist I,Tinggi,1.0,Tidak,Ya,Ya
836.0,Goldarina Sute,S1 Sastra Inggris | Reguler,L,Jauh,SMA N 1 BANDAR MATARAM,2018.0,18.0,Tidak,Tidak,3.4,Technical Writer,Rendah,2.0,Tidak,Tidak,Tidak
837.0,Ilse Guerry,S1 Sastra Inggris | Reguler,L,Dekat,SMK YP 96 BUKIT KEMUNING,2020.0,20.0,Tidak,Ikut,3.54,Health Coach IV,Sedang,4.0,Tidak,Ya,Ya
838.0,Brantley Gallop,S1 Sastra Inggris | Reguler,L,Dekat,SMAN 1 KOTAAGUNG,2018.0,18.0,Ikut,Tidak,3.42,Payment Adjustment Coordinator,Tinggi,1.0,Tidak,Ya,Tidak
839.0,Vere Coorington,S1 Sastra Inggris | Reguler,P,Dekat,SMAN 1 SUKOHARJO,2020.0,21.0,Tidak,Tidak,3.41,Accounting Assistant III,Sedang,1.0,Tidak,Tidak,Ya
840.0,Mickie Jocelyn,S1 Sastra Inggris | Reguler,L,Dekat,SMA Negeri 88 Bandung,2018.0,21.0,Tidak,Ikut,3.57,VP Accounting,Sedang,1.0,Tidak,Ya,Ya
841.0,Lorraine Franseco,S1 Sastra Inggris | Reguler,L,Dekat,SMA N 1 ULU BELU,2020.0,20.0,Tidak,Ikut,3.12,Tax Accountant,Tinggi,2.0,Terima,Ya,Tidak
842.0,Ivie Strode,S1 Sastra Inggris | Reguler,P,Jauh,SMK Teratai Putih Bekasi,2020.0,18.0,Ikut,Ikut,3.4,Director of Sales,Rendah,5.0,Tidak,Ya,Tidak
843.0,Ladonna Benet,S1 Sastra Inggris | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2020.0,20.0,Ikut,Ikut,3.16,Help Desk Technician,Sedang,5.0,Tidak,Ya,Tidak
844.0,Rozelle Garner,S1 Sastra Inggris | Reguler,P,Dekat,SMK YP 96 BUKIT KEMUNING,2018.0,21.0,Ikut,Ikut,3.1,Senior Cost Accountant,Sedang,4.0,Tidak,Tidak,Ya
845.0,Cull Mandre,S1 Sastra Inggris | Reguler,P,Jauh,SMAN 1 BANYUMAS,2019.0,18.0,Tidak,Tidak,3.15,Financial Advisor,Tinggi,4.0,Tidak,Ya,Ya
846.0,Cristi Grishukov,S1 Sastra Inggris | Reguler,L,Jauh,SMA Negeri 36 Malang,2018.0,20.0,Ikut,Tidak,3.16,Accountant III,Tinggi,2.0,Terima,Tidak,Tidak
847.0,Joete Klehn,S1 Sastra Inggris | Reguler,L,Dekat,SMK SMTI BANDAR LAMPUNG,2019.0,21.0,Tidak,Ikut,3.11,Senior Sales Associate,Sedang,5.0,Terima,Ya,Ya
848.0,Klement Swale,S1 Sastra Inggris | Reguler,L,Jauh,SMAN 1 KOTAAGUNG,2020.0,21.0,Ikut,Ikut,3.12,Sales Representative,Tinggi,3.0,Terima,Tidak,Tidak
849.0,Almeda Brumpton,S1 Sastra Inggris | Reguler,P,Jauh,SMAN 1 KOTAAGUNG,2019.0,21.0,Tidak,Tidak,3.41,Data Coordinator,Tinggi,1.0,Terima,Ya,Tidak
850.0,Jard Grahlmans,S1 Sastra Inggris | Reguler,P,Jauh,SMA Negeri 372 Jakarta,2019.0,21.0,Ikut,Tidak,3.0,Speech Pathologist,Tinggi,4.0,Tidak,Tidak,Tidak
851.0,Kelly Jerwood,S1 Sastra Inggris | Reguler,L,Dekat,SMA N 1 ULU BELU,2019.0,20.0,Tidak,Tidak,3.19,Sales Representative,Tinggi,3.0,Tidak,Tidak,Tidak
852.0,Rand Sirmon,S1 Sastra Inggris | Reguler,P,Dekat,SMK Yapin,2018.0,18.0,Tidak,Ikut,3.4,VP Marketing,Sedang,1.0,Terima,Ya,Ya
853.0,Walsh Chellam,S1 Sastra Inggris | Reguler,P,Dekat,SMA XAVERIUS PRINGSEWU,2018.0,18.0,Tidak,Ikut,3.19,Occupational Therapist,Tinggi,5.0,Tidak,Tidak,Ya
854.0,Gena Mowson,S1 Sastra Inggris | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2019.0,20.0,Ikut,Tidak,3.12,Information Systems Manager,Rendah,5.0,Terima,Tidak,Tidak
855.0,Alexandre Lawfull,S1 Sastra Inggris | Reguler,P,Dekat,MAN 1 PRINGSEWU,2020.0,20.0,Tidak,Ikut,3.19,Computer Systems Analyst I,Rendah,5.0,Terima,Ya,Ya
856.0,Duffy Larrington,S1 Sastra Inggris | Reguler,L,Jauh,SMK Teratai Putih Bekasi,2019.0,18.0,Ikut,Ikut,3.14,Accounting Assistant II,Rendah,1.0,Terima,Ya,Tidak
857.0,Bettina Fitzpatrick,S1 Sastra Inggris | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2019.0,18.0,Tidak,Tidak,3.4,Help Desk Technician,Sedang,1.0,Terima,Ya,Ya
858.0,Denys Scramage,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 9 Bekasi,2020.0,20.0,Ikut,Tidak,3.14,Staff Scientist,Rendah,4.0,Tidak,Tidak,Tidak
859.0,Rosette Gemnett,S1 Sastra Inggris | Reguler,L,Dekat,SMA Negeri 88 Bandung,2019.0,18.0,Ikut,Ikut,3.0,Marketing Assistant,Sedang,4.0,Terima,Tidak,Ya
860.0,Brooks Losbie,S1 Sastra Inggris | Reguler,P,Dekat,SMA Negeri 88 Bandung,2018.0,20.0,Ikut,Tidak,3.13,Senior Editor,Rendah,5.0,Terima,Ya,Tidak
861.0,Kasper Copeland,S1 Sastra Inggris | Reguler,P,Jauh,SMA XAVERIUS PRINGSEWU,2018.0,21.0,Ikut,Tidak,3.54,Software Test Engineer I,Tinggi,5.0,Terima,Tidak,Tidak
862.0,Colver Crowson,S1 Sastra Inggris | Reguler,P,Dekat,SMK NEGERI 2 METRO,2019.0,21.0,Tidak,Tidak,3.13,Staff Accountant IV,Tinggi,2.0,Tidak,Tidak,Ya
863.0,Peria Leaman,S1 Sastra Inggris | Reguler,L,Jauh,SMK Yapin,2019.0,18.0,Tidak,Ikut,3.57,Physical Therapy Assistant,Tinggi,3.0,Terima,Tidak,Tidak
864.0,Hildegarde Dovermann,S1 Sastra Inggris | Reguler,L,Dekat,SMK Negeri 13 Bantargebang,2019.0,20.0,Ikut,Ikut,3.41,Speech Pathologist,Tinggi,4.0,Tidak,Ya,Ya
865.0,Merrill Kaminski,S1 Sastra Inggris | Reguler,L,Jauh,Bekasi SMK Yatindo Bekasi,2020.0,18.0,Ikut,Tidak,3.54,Speech Pathologist,Tinggi,1.0,Tidak,Ya,Tidak
866.0,Hallsy Pane,S1 Sastra Inggris | Reguler,P,Jauh,MAN 1 PRINGSEWU,2019.0,21.0,Tidak,Tidak,3.85,Senior Quality Engineer,Sedang,5.0,Terima,Ya,Ya
867.0,Iona Cruwys,S1 Sastra Inggris | Reguler,P,Jauh,SMK SMTI BANDAR LAMPUNG,2018.0,20.0,Ikut,Tidak,3.14,Physical Therapy Assistant,Sedang,1.0,Terima,Tidak,Ya
